X,Y,OBJECTID,Name,County,Latitude,Longitude,Status,Date_Data_Refers_To,Comments,Source,Last_Modified_Date,ID,DWR_Regional_Office_,Elevation,Connect,Disconnect,Last_Modified_By
-121.510000000084,36.5150000000754,115,Gonzales,Monterey,36.515,-121.51,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,115,SCRO,146,1993/06/12 00:00:00+00,11/10/1998,"AU, GDSS"
-121.691889000435,36.7168060001498,116,Salinas North,Monterey,36.716806,-121.691889,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,116,SCRO,61,1993/06/18 00:00:00+00,Active,"AU, GDSS"
-117.263513999911,34.4759139998168,117,Victorville,San Bernardino,34.475914,-117.263514,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,117,SRO,2890,1994/02/01 00:00:00+00,Active,"AU, GDSS"
-116.478728999751,33.8413870000294,118,Cathedral City,Riverside,33.841387,-116.478729,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,118,SRO,421,1995/12/07 00:00:00+00,10/9/2014,"AU, GDSS"
-122.003999999618,38.4950000001853,119,Putah Creek,Solano,38.495,-122.004,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,119,NCRO,180,1993/08/21 00:00:00+00,1/25/1995,"AU, GDSS"
-120.547999999573,34.9620000001332,120,Guadalupe,Santa Barbara,34.962,-120.548,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,120,SRO,110,1993/12/24 00:00:00+00,11/28/2000,"AU, GDSS"
-121.786910999949,38.4155640001341,121,Dixon,Solano,38.415564,-121.786911,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,121,NCRO,37,1994/09/20 00:00:00+00,7/6/2021,"AU, GDSS"
-121.790615999828,38.2830469999091,122,Hastings Tract,Solano,38.283047,-121.790616,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,122,NCRO,10,1995/03/28 00:00:00+00,6/10/2009,"AU, GDSS"
-122.116994000133,38.2339720003333,123,Suisun Valley,Solano,38.233972,-122.116994,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,123,NCRO,35,1994/08/18 00:00:00+00,7/11/2010,"AU, GDSS"
-120.731664999784,36.8900960001646,124,Panoche,Fresno,36.890096,-120.731665,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,124,SCRO,183,1995/07/27 00:00:00+00,Active,"AU, GDSS"
-118.778437000351,35.2058100003199,125,Arvin-Edison,Kern,35.20581,-118.778437,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,125,SCRO,508,1995/03/22 00:00:00+00,Active,"AU, GDSS"
-121.362693000356,36.8548750003553,126,San Benito,San Benito,36.854875,-121.362693,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,126,SCRO,340,1994/06/09 00:00:00+00,Active,"AU, GDSS"
-115.944841999582,33.3277029999345,127,Salton West,Imperial,33.327703,-115.944842,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,127,SRO,-225,1994/11/21 00:00:00+00,9/16/2012,"AU, GDSS"
-115.580117000297,33.2201860003409,128,Salton East,Imperial,33.220186,-115.580117,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,128,SRO,-226,1994/11/17 00:00:00+00,8/9/2013,"AU, GDSS"
-121.741930999912,36.9027780002304,129,Pajaro,Monterey,36.902778,-121.741931,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,129,SCRO,65,1995/09/13 00:00:00+00,Active,"AU, GDSS"
-117.037000000248,33.5559999996537,130,Temecula East,Riverside,33.556,-117.037,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,130,SRO,1500,1995/07/01 00:00:00+00,11/5/1996,"AU, GDSS"
-121.218872000225,38.6499640000937,131,Fair Oaks,Sacramento,38.649964,-121.218872,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,131,NCRO,265,1997/04/18 00:00:00+00,Active,"AU, GDSS"
-121.636330000336,37.1515339997416,132,Morgan Hill,Santa Clara,37.151534,-121.63633,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,132,SCRO,400,1997/04/28 00:00:00+00,5/1/2008,"AU, GDSS"
-118.230202999592,34.1965309999365,133,Glendale,Los Angeles,34.196531,-118.230203,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,133,SRO,1076,1996/08/07 00:00:00+00,1/5/2015,"AU, GDSS"
-116.979861000108,34.8842669999011,134,Barstow NE,San Bernardino,34.884267,-116.979861,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,134,SRO,2068,1997/01/08 00:00:00+00,10/30/2013,"AU, GDSS"
-114.558107999992,33.6628690001002,135,Blythe NE,Riverside,33.662869,-114.558108,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,135,SRO,275,1997/01/16 00:00:00+00,Active,"AU, GDSS"
-116.155749999903,33.5236940002078,136,Oasis,Riverside,33.523694,-116.15575,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,136,SRO,12,1997/01/07 00:00:00+00,Active,"AU, GDSS"
-117.031660999901,33.5580169999845,137,Temecula East II,Riverside,33.558017,-117.031661,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,137,SRO,1536,1997/02/20 00:00:00+00,9/20/2011,"AU, GDSS"
-119.2125870001,35.6035129999521,138,Famoso,Kern,35.603513,-119.212587,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,138,SCRO,415,1997/04/09 00:00:00+00,12/29/2015,"AU, GDSS"
-121.978528000242,38.5012579998468,139,Winters,Solano,38.501258,-121.978528,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,139,NCRO,136,1998/06/15 00:00:00+00,Active,"AU, GDSS"
-121.674454999559,38.1217389997062,140,Twitchell Island,Sacramento,38.121739,-121.674455,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,140,NCRO,0,1997/10/08 00:00:00+00,Active,"AU, GDSS"
-115.9928029996,33.5368940001512,141,Mecca,Riverside,33.536894,-115.992803,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,141,SRO,-180,1998/05/05 00:00:00+00,3/11/2010,"AU, GDSS"
-119.389028000324,36.72108299999,142,Orange Cove,Fresno,36.721083,-119.389028,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,142,SCRO,470,1999/01/01 00:00:00+00,1/6/2023,"AU, GDSS"
-121.467934000081,36.8229260001739,143,San Juan Valley,San Benito,36.822926,-121.467934,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,143,SCRO,268,1998/01/01 00:00:00+00,Active,"AU, GDSS"
-122.616464000433,38.2664280002222,144,Petaluma,Sonoma,38.266428,-122.616464,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,144,NCRO,97,1999/08/25 00:00:00+00,Active,"AU, GDSS"
-120.186394000362,37.0165280002423,145,Madera,Madera,37.016528,-120.186394,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,145,SCRO,230,1998/05/13 00:00:00+00,3/27/2013,"AU, GDSS"
-119.691143999601,35.505833000109,146,Belridge,Kern,35.505833,-119.691144,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,146,SCRO,410,1998/10/09 00:00:00+00,Active,"AU, GDSS"
-116.939281000435,32.628207999862,147,Otay Lake,San Diego,32.628208,-116.939281,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,147,SRO,580,1999/04/15 00:00:00+00,Active,"AU, GDSS"
-120.386700000156,37.314139000186,148,Merced,Merced,37.314139,-120.3867,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,148,SCRO,200,1999/01/04 00:00:00+00,Active,"AU, GDSS"
-122.180149999589,37.7806529998476,149,Oakland Foothills,Alameda,37.780653,-122.18015,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,149,NCRO,145,1999/03/25 00:00:00+00,8/13/2013,"AU, GDSS"
-117.143142000322,32.8858469996561,150,Miramar,San Diego,32.885847,-117.143142,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,150,SRO,445,1999/04/23 00:00:00+00,Active,"AU, GDSS"
-114.633888999707,33.532222000125,151,Ripley,Riverside,33.532222,-114.633889,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,151,SRO,251,1998/12/19 00:00:00+00,Active,"AU, GDSS"
-118.992438999733,34.2193860000371,152,Camarillo,Ventura,34.219386,-118.992439,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,152,SRO,130,2000/01/21 00:00:00+00,Active,"AU, GDSS"
-116.975696999746,33.0810499997965,153,Escondido SPV,San Diego,33.08105,-116.975697,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,153,SRO,390,1999/02/01 00:00:00+00,Active,"AU, GDSS"
-115.916000000062,33.5490000001113,154,Salton Sea North,Riverside,33.549,-115.916,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,154,SRO,-200,1998/10/15 00:00:00+00,10/30/2003,"AU, GDSS"
-121.540405999751,38.5991580000711,155,Bryte (Experimental),Yolo,38.599158,-121.540406,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,155,NCRO,40,1998/12/10 00:00:00+00,Active,"AU, GDSS"
-119.196922000309,34.2336389996431,156,Oxnard,Ventura,34.233639,-119.196922,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,156,SRO,48,2001/10/12 00:00:00+00,4/27/2017,"AU, GDSS"
-122.467656000307,37.9954779998248,157,Point San Pedro,Marin,37.995478,-122.467656,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,157,NCRO,5,2002/10/11 00:00:00+00,Active,"AU, GDSS"
-122.658718999684,38.4194390003131,158,Bennett Valley,Sonoma,38.419439,-122.658719,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,158,NCRO,270,2000/10/01 00:00:00+00,Active,"AU, GDSS"
-117.985797000193,34.1463720000653,159,Monrovia,Los Angeles,34.146372,-117.985797,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,159,SRO,595,1999/10/15 00:00:00+00,Active,"AU, GDSS"
-120.735651999696,35.3352669999006,160,San Luis Obispo West,San Luis Obispo,35.335267,-120.735652,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,160,SRO,285,2000/11/01 00:00:00+00,Active,"AU, GDSS"
-121.138511000221,37.438943999969,161,Patterson,Stanislaus,37.438944,-121.138511,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,161,SCRO,183,1999/08/23 00:00:00+00,10/12/2017,"AU, GDSS"
-116.257999999601,33.7460000002897,162,Indio,Riverside,33.746,-116.258,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,162,SRO,40,1999/12/24 00:00:00+00,2/26/2006,"AU, GDSS"
-120.648142000049,35.4725559996446,163,Atascadero,San Luis Obispo,35.472556,-120.648142,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,163,SRO,885,2000/11/21 00:00:00+00,Active,"AU, GDSS"
-122.499000000133,38.3119999999643,164,Valley of the Moon,Sonoma,38.312,-122.499,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,164,NCRO,155,2000/04/01 00:00:00+00,12/18/2001,"AU, GDSS"
-120.212736000124,34.841878000221,165,Sisquoc,Santa Barbara,34.841878,-120.212736,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,165,SRO,536,2000/04/26 00:00:00+00,Active,"AU, GDSS"
-121.38632299975,38.1296409998809,166,Lodi West,San Joaquin,38.129641,-121.386323,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,166,NCRO,11,2000/09/13 00:00:00+00,3/20/2015,"AU, GDSS"
-121.475517000093,37.7258810000954,167,Tracy,San Joaquin,37.725881,-121.475517,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,167,NCRO,82,2001/09/01 00:00:00+00,5/31/2017,"AU, GDSS"
-120.779285000219,37.5529219999183,168,Denair,Stanislaus,37.552922,-120.779285,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,168,SCRO,140,2002/08/28 00:00:00+00,4/9/2009,"AU, GDSS"
-119.093177999886,36.0822720003091,169,Porterville,Tulare,36.082272,-119.093178,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,169,SCRO,400,2000/08/02 00:00:00+00,Active,"AU, GDSS"
-122.020277999877,38.0153720002385,170,Concord,Contra Costa,38.015372,-122.020278,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,170,NCRO,35,2001/04/06 00:00:00+00,Active,"AU, GDSS"
-122.053232999706,37.5987580001253,171,Union City,Alameda,37.598758,-122.053233,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,171,NCRO,16,2001/02/05 00:00:00+00,Active,"AU, GDSS"
-119.748999999967,35.7339999999652,172,Lost Hills NW,Kern,35.734,-119.749,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,172,SCRO,225,2000/07/26 00:00:00+00,7/1/2003,"AU, GDSS"
-117.250457999658,32.9018670002366,173,Torrey Pines,San Diego,32.901867,-117.250458,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,173,SRO,335,2000/11/29 00:00:00+00,Active,"AU, GDSS"
-118.094792000202,33.7986969997507,174,Long Beach,Los Angeles,33.798697,-118.094792,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,174,SRO,17,2000/09/22 00:00:00+00,Active,"AU, GDSS"
-114.719384999843,33.3830700001746,175,Palo Verde II,Imperial,33.38307,-114.719385,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,175,SRO,230,2001/01/11 00:00:00+00,Active,"AU, GDSS"
-116.305999999978,33.6859999999034,176,La Quinta,Riverside,33.686,-116.306,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,176,SRO,42,2000/11/10 00:00:00+00,9/26/2006,"AU, GDSS"
-121.812999999991,36.9000000002507,177,Watsonville West,Santa Cruz,36.9,-121.813,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,177,SCRO,212,2000/11/30 00:00:00+00,3/22/2006,"AU, GDSS"
-122.140739000053,37.8376139997134,178,Moraga,Contra Costa,37.837614,-122.140739,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,178,NCRO,510,2002/02/27 00:00:00+00,Active,"AU, GDSS"
-117.093382999805,33.6633249999242,179,Winchester,Riverside,33.663325,-117.093383,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,179,SRO,1452,2002/02/07 00:00:00+00,Active,"AU, GDSS"
-115.802999999699,33.1240000000785,180,Westmorland West,Imperial,33.124,-115.803,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,180,SRO,-218,2001/11/08 00:00:00+00,7/21/2003,"AU, GDSS"
-115.685700000329,33.0807329998204,181,Westmorland North,Imperial,33.080733,-115.6857,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,181,SRO,-200,2004/04/01 00:00:00+00,Active,"AU, GDSS"
-119.255845999631,35.833058999648,182,Delano,Tulare,35.833059,-119.255846,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,182,SCRO,300,2002/03/21 00:00:00+00,Active,"AU, GDSS"
-117.919428000053,36.4884679999412,183,Owens Lake North,Inyo,36.488468,-117.919428,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,183,SRO,3558,2002/12/16 00:00:00+00,Active,"AU, GDSS"
-117.139487999598,32.7294799999492,184,San Diego II,San Diego,32.72948,-117.139488,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,184,SRO,255,2002/03/01 00:00:00+00,Active,"AU, GDSS"
-115.196999999886,32.4109999999536,185,UC-Mex,Imperial,32.411,-115.197,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,185,SRO,39,2002/01/18 00:00:00+00,8/28/2002,"AU, GDSS"
-114.826163999776,32.4926580000828,186,UC-San Luis,Imperial,32.492658,-114.826164,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,186,SRO,93,2002/04/16 00:00:00+00,1/25/2016,"AU, GDSS"
-122.526702999653,38.090933000332,187,Black Point ,Marin,38.090933,-122.526703,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,187,NCRO,1,2003/06/01 00:00:00+00,Active,"AU, GDSS"
-120.148802000343,37.0167600003154,188,Madera II,Madera,37.01676,-120.148802,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,188,SCRO,242,2013/03/27 00:00:00+00,6/23/2018,"AU, GDSS"
-117.943869000282,36.3586279999426,189,Owens Lake South,Inyo,36.358628,-117.943869,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,189,SRO,3564,2003/04/01 00:00:00+00,Active,"AU, GDSS"
-120.229850000434,36.3820280001202,190,Five Points South West,Fresno,36.382028,-120.22985,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,190,SCRO,270,2003/07/02 00:00:00+00,12/4/2019,"AU, GDSS"
-121.885033000168,37.6639689999477,191,Pleasanton,Alameda,37.663969,-121.885033,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,191,NCRO,335,2004/05/01 00:00:00+00,Active,"AU, GDSS"
-117.218462999729,34.2559799999999,192,Lake Arrowhead,San Bernardino,34.25598,-117.218463,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,192,SRO,5148,2004/03/20 00:00:00+00,Active,"AU, GDSS"
-121.934847000038,36.6332400003352,193,Pacific Grove,Monterey,36.63324,-121.934847,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,193,SCRO,38,2011/10/26 00:00:00+00,Active,"AU, GDSS"
-120.852100999845,37.7207390002751,194,Oakdale,Stanislaus,37.720739,-120.852101,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,194,SCRO,183,2004/11/02 00:00:00+00,Active,"AU, GDSS"
-121.102907999599,38.8876030002211,195,Auburn,Placer,38.887603,-121.102908,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,195,NCRO,935,2005/02/16 00:00:00+00,Active,"AU, GDSS"
-122.013807999926,38.6917859996973,196,Esparto,Yolo,38.691786,-122.013808,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,196,NCRO,174,2005/04/15 00:00:00+00,7/15/2017,"AU, GDSS"
-118.03249199999,34.6149810002004,197,Palmdale,Los Angeles,34.614981,-118.032492,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,197,SRO,2550,2005/04/06 00:00:00+00,Active,"AU, GDSS"
-119.104875000031,34.3246389997803,198,Santa Paula,Ventura,34.324639,-119.104875,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,198,SRO,218,2005/03/30 00:00:00+00,Active,"AU, GDSS"
-116.865853000166,34.2376450000831,199,Big Bear Lake,San Bernardino,34.237645,-116.865853,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,199,SRO,6910,2005/07/19 00:00:00+00,Active,"AU, GDSS"
-116.252903000002,33.7485860000958,200,Indio II,Riverside,33.748586,-116.252903,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,200,SRO,40,2006/05/16 00:00:00+00,Active,"AU, GDSS"
-115.044380999575,32.6743530002576,201,UC-Andrade,Imperial,32.674353,-115.044381,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,201,SRO,120,2006/01/01 00:00:00+00,10/1/2015,"AU, GDSS"
-120.560033000177,35.028281000264,202,Nipomo,San Luis Obispo,35.028281,-120.560033,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,202,SRO,255,2006/06/27 00:00:00+00,Active,"AU, GDSS"
-119.503699999891,35.8625690001808,203,Alpaugh,Tulare,35.862569,-119.5037,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,203,SCRO,210,2006/07/11 00:00:00+00,11/16/2017,"AU, GDSS"
-118.517582999914,34.4263609997791,204,Santa Clarita,Los Angeles,34.426361,-118.517583,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,204,SRO,1410,2006/12/04 00:00:00+00,Active,"AU, GDSS"
-120.360269999632,36.1758329998449,205,Coalinga,Fresno,36.175833,-120.36027,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,205,SCRO,730,2010/03/25 00:00:00+00,Active,"AU, GDSS"
-120.754530999995,37.5458689999794,206,Denair II,Stanislaus,37.545869,-120.754531,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,206,SCRO,150,2009/04/09 00:00:00+00,Active,"AU, GDSS"
-116.365049999696,33.2684469998841,207,Borrego Springs ,San Diego,33.268447,-116.36505,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,207,SRO,578,2008/01/04 00:00:00+00,Active,"AU, GDSS"
-116.272921000301,33.678150999844,208,La Quinta II,Riverside,33.678151,-116.272921,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,208,SRO,36,2007/02/06 00:00:00+00,Active,"AU, GDSS"
-121.823497000037,36.9131660003132,209,Watsonville West II,Santa Cruz,36.913166,-121.823497,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,209,SCRO,305,2007/06/13 00:00:00+00,Active,"AU, GDSS"
-121.882095999669,36.5409419999645,210,Carmel,Monterey,36.540942,-121.882096,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,210,SCRO,75,2008/07/22 00:00:00+00,Active,"AU, GDSS"
-121.537043000178,37.0150260001625,211,Gilroy,Santa Clara,37.015026,-121.537043,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,211,SCRO,185,2009/09/01 00:00:00+00,Active,"AU, GDSS"
-121.740988999555,38.2779720001725,212,Hastings Tract East,Solano,38.277972,-121.740989,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,212,NCRO,7,2009/10/20 00:00:00+00,Active,"AU, GDSS"
-122.302713999862,37.9315469997063,213,El Cerrito,Contra Costa,37.931547,-122.302714,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,213,NCRO,596,2013/09/24 00:00:00+00,Active,"AU, GDSS"
-121.537886999727,36.6256260002842,214,Salinas South II,Monterey,36.625626,-121.537887,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,214,SCRO,153,2013/05/17 00:00:00+00,Active,"AU, GDSS"
-118.570043999856,34.2913309998413,215,Chatsworth,Los Angeles,34.291331,-118.570044,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,215,SRO,1536,2011/09/06 00:00:00+00,Active,"AU, GDSS"
-118.382904999744,34.2561500000355,216,Arleta,Los Angeles,34.25615,-118.382905,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,216,SRO,980,2011/09/08 00:00:00+00,Active,"AU, GDSS"
-118.849318999934,34.2690310001018,217,Moorpark,Ventura,34.269031,-118.849319,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,217,SRO,718,2014/07/03 00:00:00+00,Active,"AU, GDSS"
-116.158761000022,33.5957360002578,218,Thermal South,Riverside,33.595736,-116.158761,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,218,SRO,-146,2010/01/30 00:00:00+00,Active,"AU, GDSS"
-118.644769000309,34.2141970001101,219,West Hills,Los Angeles,34.214197,-118.644769,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,219,SRO,926,2011/09/06 00:00:00+00,Active,"AU, GDSS"
-118.127464000173,34.5923099996958,220,Palmdale Central,Los Angeles,34.59231,-118.127464,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,220,SRO,2630,2011/03/23 00:00:00+00,Active,"AU, GDSS"
-115.510556000288,34.5136110003076,221,Cadiz Valley,San Bernardino,34.513611,-115.510556,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,221,SRO,797,2010/11/01 00:00:00+00,Active,"AU, GDSS"
-122.155750000266,40.0287779999358,222,Gerber South,Tehama,40.028778,-122.15575,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,222,NRO,246,2014/08/13 00:00:00+00,Active,"AU, GDSS"
-118.366320000236,34.1429110000859,223,North Hollywood,Los Angeles,34.142911,-118.36632,Inactive,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,223,SRO,570,2018/01/30 00:00:00+00,Active,"AU, GDSS"
-122.310886999878,40.6254989999888,224,Shasta College,Shasta,40.625499,-122.310887,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,224,NRO,592,2013/01/01 00:00:00+00,Active,"AU, GDSS"
-122.838124999996,41.5777779998711,225,Scott Valley,Siskiyou,41.577778,-122.838125,Active,2023/02/08 00:00:00+00,,"CIMIS, DWR",2023/02/09 00:00:00+00,225,NRO,2733,2015/04/01 00:00:00+00,Active,"AU, GDSS"
